time;accelX;accelY;accelZ;gyroX;gyroY;gyroZ
11:48:21.636;-0.13;-2.22;-8.69;0.13;0.20;-0.14
11:48:21.681;4.04;-5.02;-7.02;-1.11;0.00;-1.97
11:48:21.726;5.55;1.47;-13.87;0.17;0.16;-2.59
11:48:21.761;4.40;-1.22;-17.82;0.65;0.08;-4.01
11:48:21.805;4.38;-0.60;-14.23;0.12;-0.08;-3.43
11:48:21.850;6.29;-0.50;-7.69;0.78;-0.45;-3.88
11:48:21.894;6.15;1.81;-16.03;0.46;0.14;-3.54
11:48:21.929;3.06;-4.89;-13.85;0.55;-0.71;-3.83
11:48:21.974;2.26;-1.85;-10.95;-0.19;-0.01;-3.17
11:48:22.021;3.81;0.92;-9.90;-0.03;0.14;-2.81
11:48:22.064;1.40;-4.72;-14.09;-0.06;-1.63;-2.59
11:48:22.086;3.77;-0.53;-11.23;-0.06;-0.13;-1.67
11:48:22.141;3.71;-0.16;-17.26;0.60;-0.15;-2.84
11:48:22.188;4.17;-4.36;-6.79;0.07;0.01;-2.35
11:48:22.232;0.50;0.78;-6.48;0.02;-0.22;-2.60
11:48:22.278;-0.62;-3.83;-11.45;0.44;-0.33;-2.62
11:48:22.300;1.51;-1.79;-11.06;-0.63;-0.33;-1.96
11:48:22.357;2.60;-1.48;-8.75;0.17;-0.50;-2.50
11:48:22.403;2.14;-0.42;-6.51;-0.19;0.48;-2.06
11:48:22.446;2.61;-4.90;-14.52;0.64;-0.05;-2.19
11:48:22.492;2.71;2.80;-10.29;-0.04;0.16;-2.56
11:48:22.525;1.81;-4.14;-12.45;0.53;-0.15;-2.29
11:48:22.570;1.30;-0.64;-13.92;0.05;-0.63;-2.48
11:48:22.616;1.57;-4.33;-10.05;0.38;-0.15;-2.19
11:48:22.659;2.45;-3.35;-14.07;0.43;-0.55;-2.18
11:48:22.682;-0.25;-0.88;-9.85;0.30;-0.51;-2.04
11:48:22.764;2.37;0.35;-6.84;-0.31;-0.31;-1.91
11:48:22.786;1.35;2.24;-15.49;0.24;0.47;-1.30
11:48:22.829;1.12;-2.09;-13.54;-0.03;0.16;-1.04
11:48:22.874;1.13;3.81;-16.73;0.12;-0.14;-0.59
11:48:22.930;2.53;1.51;-15.60;0.23;-0.10;-0.42
11:48:22.953;2.54;-1.26;-14.31;0.10;-0.43;-0.29
11:48:22.997;0.25;-0.10;-9.83;-0.04;0.14;-0.36
11:48:23.042;2.26;-1.19;-8.57;-0.13;0.12;-0.13
11:48:23.065;2.92;-0.87;-14.06;-0.24;-0.04;-0.21
11:48:23.147;3.03;-2.33;-10.43;-0.22;-0.33;0.07
11:48:23.170;0.68;0.38;-12.04;-0.09;0.21;-0.15
11:48:23.212;1.79;-3.06;-8.77;-0.08;-0.35;0.02
11:48:23.233;0.27;2.13;-9.27;-0.09;0.17;0.06
11:48:23.315;-0.92;0.33;-11.03;-0.02;-0.41;0.07
11:48:23.337;1.02;-1.85;-7.55;0.56;-0.36;0.08
11:48:23.380;-2.31;0.79;-14.25;0.17;0.36;-0.20
11:48:23.403;1.37;-3.70;-10.59;0.36;0.56;0.16
11:48:23.447;1.97;2.17;-10.39;0.04;0.11;-0.20
11:48:23.529;1.77;1.21;-8.16;0.13;-0.33;0.24
11:48:23.533;4.00;0.21;-10.50;-0.13;0.33;-0.06
11:48:23.574;0.03;1.54;-10.68;-0.38;-0.74;-0.07
11:48:23.616;-0.57;-4.18;-10.03;-0.32;-0.31;0.03
11:48:23.699;0.19;-3.64;-9.68;0.48;0.38;-0.22
11:48:23.721;0.42;-7.23;-11.44;-0.31;0.23;0.13
11:48:23.741;2.08;0.71;-10.31;0.42;-0.14;-0.14
11:48:23.785;1.49;-1.71;-8.83;-0.47;0.04;0.19
11:48:23.831;1.33;2.98;-12.59;0.10;0.64;-0.18
11:48:23.864;0.24;1.09;-9.44;-0.59;-0.22;0.10
11:48:23.908;1.83;-1.09;-15.77;0.09;-0.14;0.15
11:48:23.954;2.65;-1.91;-18.80;-0.09;-0.03;-0.10
11:48:24.000;0.61;-5.54;-10.34;0.47;0.12;0.22
11:48:24.032;-0.30;-0.67;-8.18;-0.39;-0.19;-0.12
11:48:24.077;1.02;-4.93;-12.16;-0.11;-0.35;0.27
11:48:24.122;2.08;0.59;-12.06;0.11;0.44;-0.17
11:48:24.168;-0.23;-0.33;-13.89;-0.49;0.00;0.00
11:48:24.213;1.91;1.34;-14.61;0.57;-0.19;0.08
11:48:24.247;-0.17;4.13;-11.31;-0.16;0.53;-0.16
11:48:24.291;2.16;-2.36;-5.84;0.24;0.03;0.21
11:48:24.336;1.43;-4.01;-9.19;-0.56;-0.22;-0.23
11:48:24.382;1.49;0.04;-14.66;-0.04;-0.63;0.18
11:48:24.415;2.63;-3.16;-19.63;-0.61;-0.01;-0.01
11:48:24.460;0.21;-0.68;-18.46;0.46;0.02;0.01
11:48:24.505;1.13;3.29;-21.11;0.00;0.03;0.10
11:48:24.551;2.26;-1.39;-16.68;0.77;0.40;-0.02
11:48:24.572;1.23;0.36;-6.78;-0.27;0.33;0.05
11:48:24.629;-1.08;-1.40;-6.52;0.26;0.04;-0.13
11:48:24.674;1.74;-0.55;-10.42;-0.47;-0.23;0.15
11:48:24.719;2.48;-2.35;-16.50;0.00;0.23;-0.04
11:48:24.745;-1.01;-2.77;-19.11;0.19;-0.41;-0.12
11:48:24.798;0.58;1.04;-17.09;-0.34;-0.16;0.07
11:48:24.844;1.49;-4.29;-7.39;0.21;0.26;-0.11
11:48:24.889;1.67;-3.71;-12.16;-0.50;0.00;0.18
11:48:24.912;2.01;-3.07;-20.42;0.21;0.13;-0.10
11:48:24.955;4.04;-0.81;-11.37;-0.51;-0.01;0.14
11:48:25.011;2.51;0.56;-13.02;0.26;0.07;0.15
11:48:25.056;1.13;-1.97;-16.45;-0.30;-0.04;-0.06
11:48:25.079;1.79;0.55;-10.92;0.24;-0.26;0.11
11:48:25.123;1.90;-4.51;-9.36;-0.04;0.07;-0.11
11:48:25.180;4.74;-3.15;-17.74;0.52;1.05;0.19
11:48:25.225;2.55;0.53;-13.32;-0.08;-0.23;-2.29
11:48:25.248;3.68;-1.30;-12.33;-0.09;0.00;-2.16
11:48:25.293;3.18;-0.74;-11.99;0.31;-0.25;-2.54
11:48:25.340;1.79;-0.45;-11.90;0.25;-0.53;-3.04
11:48:25.393;5.14;-2.66;-10.60;0.29;0.13;-2.70
11:48:25.440;3.46;4.07;-11.07;0.17;0.03;-2.99
11:48:25.461;2.07;-0.86;-11.30;0.15;-0.62;-3.17
11:48:25.506;3.76;-3.60;-16.93;-0.33;-0.28;-2.81
11:48:25.563;0.95;-2.51;-11.92;0.11;-0.83;-3.26
11:48:25.607;2.93;0.85;-12.51;0.12;0.08;-2.49
11:48:25.631;3.14;-1.58;-14.77;0.70;-0.81;-3.20
11:48:25.676;2.96;-6.39;-9.45;0.02;0.08;-2.48
11:48:25.721;2.77;-3.25;-3.34;0.14;-0.22;-3.05
11:48:25.777;4.23;-0.27;-8.13;-0.06;-0.41;-3.03
11:48:25.800;4.74;-1.24;-7.31;0.13;0.50;-2.35
11:48:25.843;-0.23;-2.51;-5.83;0.04;-1.01;-3.42
11:48:25.888;2.65;-1.72;-10.73;0.06;0.00;-2.40
11:48:25.946;3.49;3.16;-14.34;0.66;0.03;-3.18
11:48:25.968;2.65;-4.06;-9.27;-0.01;0.12;-2.68
11:48:26.012;1.11;1.97;-7.09;0.15;-0.38;-3.42
11:48:26.060;2.80;-2.82;-12.52;-0.11;-0.24;-2.74
11:48:26.104;3.05;-1.65;-12.77;0.28;0.11;-2.56
11:48:26.136;1.79;-1.98;-14.26;-0.08;-1.17;-3.34
11:48:26.182;2.90;-0.17;-13.50;0.41;0.06;-2.54
11:48:26.226;2.04;-0.33;-10.27;0.27;-0.12;-2.46
11:48:26.271;3.37;-1.70;-11.76;-0.13;0.33;-1.00
11:48:26.317;1.65;-3.46;-7.60;-0.31;-0.24;-0.92
11:48:26.351;3.00;-2.77;-12.10;-0.08;-0.17;-0.20
11:48:26.395;1.97;1.96;-16.08;0.17;0.19;-0.35
11:48:26.439;2.11;-0.77;-10.50;-0.15;-0.33;-0.12
11:48:26.485;-0.48;2.18;-7.62;0.25;0.19;-0.09
11:48:26.546;1.62;-5.04;-11.50;-0.81;-0.33;-0.24
11:48:26.565;-0.08;-1.39;-7.48;-0.11;-0.27;0.05
11:48:26.611;-0.19;-0.25;-8.80;-0.07;0.02;-0.31
11:48:26.653;2.13;-4.30;-14.07;-0.05;-0.35;0.10
11:48:26.701;0.86;0.58;-14.26;-0.31;0.25;0.00
11:48:26.757;2.20;-3.40;-17.20;0.09;-0.34;0.04
11:48:26.778;0.99;0.44;-14.35;0.43;-0.12;0.04
11:48:26.824;1.31;0.94;-8.68;-0.46;-0.12;-0.07
11:48:26.868;0.64;0.99;-9.80;-0.15;-0.50;0.02
11:48:26.903;1.34;-2.23;-13.32;-0.10;0.00;0.15
11:48:26.946;2.10;-3.96;-13.33;0.21;0.54;-0.09
11:48:26.990;1.21;0.11;-10.25;-0.01;-0.61;0.04
11:48:27.036;-0.09;-3.05;-7.81;-0.35;0.35;0.04
11:48:27.058;0.57;-2.21;-14.24;0.53;0.65;-0.08
11:48:27.115;1.76;2.35;-10.42;-0.16;-0.52;0.22
11:48:27.159;1.85;-7.11;1.30;-0.94;-0.47;-0.12
11:48:27.204;2.86;0.34;-10.89;-0.21;0.25;-0.15
11:48:27.227;0.92;0.60;-13.88;-0.51;-0.67;0.07
11:48:27.321;0.30;-2.44;-8.07;-0.18;-0.18;0.01
11:48:27.331;1.96;0.58;-13.09;0.16;-0.05;-0.19
11:48:27.373;0.24;-2.80;-23.20;-1.05;-0.28;0.00
11:48:27.419;4.61;4.02;-16.19;0.43;0.22;0.32
11:48:27.441;-0.22;1.02;-12.65;-0.34;0.31;-0.01
11:48:27.522;0.22;-2.51;-11.37;0.21;0.29;-0.15
11:48:27.542;3.04;-2.22;-7.02;-0.11;-0.16;0.25
11:48:27.587;2.43;-1.21;-13.10;0.07;0.07;0.01
11:48:27.610;-0.17;3.97;-9.63;-0.02;-0.03;-0.22
11:48:27.690;-1.79;-4.22;-10.26;-0.61;-0.86;0.09
11:48:27.712;1.91;-0.28;-10.58;0.06;0.26;0.15
11:48:27.757;-1.19;2.95;-11.61;-0.20;0.61;-0.41
11:48:27.780;0.14;-0.02;-17.39;0.22;0.32;0.07
11:48:27.824;3.94;-0.26;-14.59;-0.11;0.08;0.29
11:48:27.907;1.20;-2.85;-10.33;-0.20;0.33;-0.06
11:48:27.927;-0.32;3.85;-7.56;-0.14;0.05;-0.23
11:48:27.948;-2.41;-2.56;-13.14;0.04;-1.32;0.07
11:48:27.992;4.94;-1.89;-15.50;-0.10;0.30;0.17
11:48:28.074;0.37;4.27;-10.89;-0.04;0.69;-0.07
11:48:28.096;1.19;-1.48;-15.94;0.24;-0.15;0.02
11:48:28.117;2.36;-0.98;-8.96;-0.37;-0.15;0.18
11:48:28.162;1.32;-0.93;-13.13;-0.07;0.58;-0.09
11:48:28.207;1.06;-2.39;-10.59;0.39;0.31;-0.10
11:48:28.262;1.77;2.33;-9.51;-0.16;-0.56;0.17
11:48:28.285;4.20;-4.83;-11.32;-0.71;-0.27;-1.59
11:48:28.330;4.10;0.82;-6.76;0.16;0.35;-2.85
11:48:28.375;1.79;-5.25;-8.95;0.47;-0.89;-3.40
11:48:28.432;2.81;-1.61;-7.33;0.14;-0.77;-3.55
11:48:28.458;5.11;-1.84;-7.94;0.32;-0.21;-4.27
11:48:28.499;2.67;-3.73;-17.66;0.41;-0.23;-3.81
11:48:28.544;6.21;-4.19;-16.76;0.72;-0.37;-3.46
11:48:28.590;3.48;-1.17;-14.73;-0.14;0.24;-3.12
11:48:28.645;2.76;-2.62;-9.92;0.62;0.13;-3.04
11:48:28.668;3.26;-0.77;-8.65;0.21;-0.73;-2.00
11:48:28.712;2.84;-2.72;-3.23;0.17;-0.53;-2.31
11:48:28.757;4.61;-0.59;-11.76;-0.18;-0.36;-2.57
11:48:28.802;4.76;-0.57;-14.11;0.03;0.44;-2.25
11:48:28.837;4.50;-0.59;-14.01;-0.06;-0.40;-2.55
11:48:28.882;2.58;-2.17;-18.44;0.22;0.13;-2.07
